iso639-3,url,iso639-2/iso639-5,iso639-2,iso639-5,iso639-1,name,type,status,member of macro language,member of MARC collective code,iso639-3
tfi,https://iso639-3.sil.org/code/tfi,,,,,Tofin Gbe,Individual,Living,,nic,tfi
tfn,https://iso639-3.sil.org/code/tfn,,,,,Tanaina,Individual,Living,,ath,tfn
tfo,https://iso639-3.sil.org/code/tfo,,,,,Tefaro,Individual,Living,,paa,tfo
tfr,https://iso639-3.sil.org/code/tfr,,,,,Teribe,Individual,Living,,cai,tfr
tft,https://iso639-3.sil.org/code/tft,,,,,Ternate,Individual,Living,,paa,tft
tga,https://iso639-3.sil.org/code/tga,,,,,Sagalla,Individual,Living,,bnt,tga
tgb,https://iso639-3.sil.org/code/tgb,,,,,Tobilung,Individual,Living,,map,tgb
tgc,https://iso639-3.sil.org/code/tgc,,,,,Tigak,Individual,Living,,map,tgc
tgd,https://iso639-3.sil.org/code/tgd,,,,,Ciwogai,Individual,Living,,afa,tgd
tge,https://iso639-3.sil.org/code/tge,,,,,Eastern Gorkha Tamang,Individual,Living,,sit,tge
tgf,https://iso639-3.sil.org/code/tgf,,,,,Chalikha,Individual,Living,,sit,tgf
tgh,https://iso639-3.sil.org/code/tgh,,,,,Tobagonian Creole English,Individual,Living,,cpe,tgh
tgi,https://iso639-3.sil.org/code/tgi,,,,,Lawunuia,Individual,Living,,map,tgi
tgj,https://iso639-3.sil.org/code/tgj,,,,,Tagin,Individual,Living,,sit,tgj
tgk,https://iso639-3.sil.org/code/tgk,tgk,tgk,,tg,Tajik,Individual,Living,,,tgk
tgl,https://iso639-3.sil.org/code/tgl,tgl,tgl,,tl,Tagalog,Individual,Living,,,tgl
tgn,https://iso639-3.sil.org/code/tgn,,,,,Tandaganon,Individual,Living,,phi,tgn
tgo,https://iso639-3.sil.org/code/tgo,,,,,Sudest,Individual,Living,,map,tgo
tgp,https://iso639-3.sil.org/code/tgp,,,,,Tangoa,Individual,Living,,map,tgp
tgq,https://iso639-3.sil.org/code/tgq,,,,,Tring,Individual,Living,,map,tgq
tgr,https://iso639-3.sil.org/code/tgr,,,,,Tareng,Individual,Living,,mkh,tgr
tgs,https://iso639-3.sil.org/code/tgs,,,,,Nume,Individual,Living,,map,tgs
tgt,https://iso639-3.sil.org/code/tgt,,,,,Central Tagbanwa,Individual,Living,,phi,tgt
tgu,https://iso639-3.sil.org/code/tgu,,,,,Tanggu,Individual,Living,,paa,tgu
tgv,https://iso639-3.sil.org/code/tgv,,,,,Tingui-Boto,Individual,Extinct,,sai,tgv
tgw,https://iso639-3.sil.org/code/tgw,,,,,Tagwana Senoufo,Individual,Living,,nic,tgw
tgx,https://iso639-3.sil.org/code/tgx,,,,,Tagish,Individual,Living,,ath,tgx
tgy,https://iso639-3.sil.org/code/tgy,,,,,Togoyo,Individual,Extinct,,bnt,tgy
tgz,https://iso639-3.sil.org/code/tgz,,,,,Tagalaka,Individual,Extinct,,aus,tgz
tha,https://iso639-3.sil.org/code/tha,tha,tha,,th,Thai,Individual,Living,,,tha
thd,https://iso639-3.sil.org/code/thd,,,,,"Kuuk Thaayorre, Thayore",Individual,Living,,aus,thd
the,https://iso639-3.sil.org/code/the,,,,,Chitwania Tharu,Individual,Living,,inc,the
thf,https://iso639-3.sil.org/code/thf,,,,,Thangmi,Individual,Living,,sit,thf
thh,https://iso639-3.sil.org/code/thh,,,,,Northern Tarahumara,Individual,Living,,cai,thh
thi,https://iso639-3.sil.org/code/thi,,,,,Tai Long,Individual,Living,,tai,thi
thk,https://iso639-3.sil.org/code/thk,,,,,"Kitharaka, Tharaka",Individual,Living,,bnt,thk
thl,https://iso639-3.sil.org/code/thl,,,,,Dangaura Tharu,Individual,Living,,inc,thl
thm,https://iso639-3.sil.org/code/thm,,,,,Aheu,Individual,Living,,mkh,thm
thn,https://iso639-3.sil.org/code/thn,,,,,Thachanadan,Individual,Living,,dra,thn
thp,https://iso639-3.sil.org/code/thp,,,,,Thompson,Individual,Living,,sal,thp
thq,https://iso639-3.sil.org/code/thq,,,,,Kochila Tharu,Individual,Living,,inc,thq
thr,https://iso639-3.sil.org/code/thr,,,,,Rana Tharu,Individual,Living,,inc,thr
ths,https://iso639-3.sil.org/code/ths,,,,,Thakali,Individual,Living,,sit,ths
tht,https://iso639-3.sil.org/code/tht,,,,,Tahltan,Individual,Living,,ath,tht
thu,https://iso639-3.sil.org/code/thu,,,,,Thuri,Individual,Living,,ssa,thu
thv,https://iso639-3.sil.org/code/thv,,,,,Tahaggart Tamahaq,Individual,Living,tmh,,thv
thy,https://iso639-3.sil.org/code/thy,,,,,Tha,Individual,Living,,nic,thy
thz,https://iso639-3.sil.org/code/thz,,,,,Tayart Tamajeq,Individual,Living,tmh,,thz
tia,https://iso639-3.sil.org/code/tia,,,,,Tidikelt Tamazight,Individual,Living,,ber,tia
tic,https://iso639-3.sil.org/code/tic,,,,,Tira,Individual,Living,,nic,tic
tif,https://iso639-3.sil.org/code/tif,,,,,Tifal,Individual,Living,,paa,tif
tig,https://iso639-3.sil.org/code/tig,tig,tig,,,Tigre,Individual,Living,,,tig
tih,https://iso639-3.sil.org/code/tih,,,,,Timugon Murut,Individual,Living,,map,tih
tii,https://iso639-3.sil.org/code/tii,,,,,Tiene,Individual,Living,,bnt,tii
tij,https://iso639-3.sil.org/code/tij,,,,,Tilung,Individual,Living,,sit,tij
tik,https://iso639-3.sil.org/code/tik,,,,,Tikar,Individual,Living,,nic,tik
til,https://iso639-3.sil.org/code/til,,,,,Tillamook,Individual,Extinct,,sal,til
tim,https://iso639-3.sil.org/code/tim,,,,,Timbe,Individual,Living,,paa,tim
tin,https://iso639-3.sil.org/code/tin,,,,,Tindi,Individual,Living,,cau,tin
tio,https://iso639-3.sil.org/code/tio,,,,,Teop,Individual,Living,,map,tio
tip,https://iso639-3.sil.org/code/tip,,,,,Trimuris,Individual,Living,,paa,tip
tiq,https://iso639-3.sil.org/code/tiq,,,,,TiÇfo,Individual,Living,,nic,tiq
tir,https://iso639-3.sil.org/code/tir,tir,tir,,ti,Tigrinya,Individual,Living,,,tir
tis,https://iso639-3.sil.org/code/tis,,,,,Masadiit Itneg,Individual,Living,,phi,tis
tit,https://iso639-3.sil.org/code/tit,,,,,Tinigua,Individual,Living,,sai,tit
tiu,https://iso639-3.sil.org/code/tiu,,,,,Adasen,Individual,Living,,phi,tiu
tiv,https://iso639-3.sil.org/code/tiv,tiv,tiv,,,Tiv,Individual,Living,,nic,tiv
tiw,https://iso639-3.sil.org/code/tiw,,,,,Tiwi,Individual,Living,,aus,tiw
tix,https://iso639-3.sil.org/code/tix,,,,,Southern Tiwa,Individual,Living,,cai,tix
tiy,https://iso639-3.sil.org/code/tiy,,,,,Tiruray,Individual,Living,,phi,tiy
tiz,https://iso639-3.sil.org/code/tiz,,,,,Tai Hongjin,Individual,Living,,tai,tiz
tja,https://iso639-3.sil.org/code/tja,,,,,Tajuasohn,Individual,Living,,kro,tja
tjg,https://iso639-3.sil.org/code/tjg,,,,,Tunjung,Individual,Living,,map,tjg
tji,https://iso639-3.sil.org/code/tji,,,,,Northern Tujia,Individual,Living,,sit,tji
tjj,https://iso639-3.sil.org/code/tjj,,,,,Tjungundji,Individual,Living,,aus,tjj
tjl,https://iso639-3.sil.org/code/tjl,,,,,Tai Laing,Individual,Living,,tai,tjl
tjm,https://iso639-3.sil.org/code/tjm,,,,,Timucua,Individual,Extinct,,nai,tjm
tjn,https://iso639-3.sil.org/code/tjn,,,,,Tonjon,Individual,Extinct,,nic,tjn
tjo,https://iso639-3.sil.org/code/tjo,,,,,Temacine Tamazight,Individual,Living,,ber,tjo
tjp,https://iso639-3.sil.org/code/tjp,,,,,Tjupany,Individual,Living,,aus,tjp
tjs,https://iso639-3.sil.org/code/tjs,,,,,Southern Tujia,Individual,Living,,sit,tjs
tju,https://iso639-3.sil.org/code/tju,,,,,Tjurruru,Individual,Extinct,,aus,tju
tjw,https://iso639-3.sil.org/code/tjw,,,,,Djabwurrung,Individual,Living,,aus,tjw
tka,https://iso639-3.sil.org/code/tka,,,,,Truk†,Individual,Extinct,,sai,tka
tkb,https://iso639-3.sil.org/code/tkb,,,,,Buksa,Individual,Living,,inc,tkb
tkd,https://iso639-3.sil.org/code/tkd,,,,,Tukudede,Individual,Living,,map,tkd
tke,https://iso639-3.sil.org/code/tke,,,,,Takwane,Individual,Living,,bnt,tke
tkf,https://iso639-3.sil.org/code/tkf,,,,,TukumanfÇd,Individual,Extinct,,sai,tkf
tkg,https://iso639-3.sil.org/code/tkg,,,,,Tesaka Malagasy,Individual,Living,mlg,,tkg
tkl,https://iso639-3.sil.org/code/tkl,tkl,tkl,,,Tokelau,Individual,Living,,map,tkl
tkm,https://iso639-3.sil.org/code/tkm,,,,,Takelma,Individual,Extinct,,nai,tkm
tkn,https://iso639-3.sil.org/code/tkn,,,,,Toku-No-Shima,Individual,Living,,tut,tkn
tkp,https://iso639-3.sil.org/code/tkp,,,,,Tikopia,Individual,Living,,map,tkp
tkq,https://iso639-3.sil.org/code/tkq,,,,,Tee,Individual,Living,,nic,tkq
tkr,https://iso639-3.sil.org/code/tkr,,,,,Tsakhur,Individual,Living,,cau,tkr
tks,https://iso639-3.sil.org/code/tks,,,,,Takestani,Individual,Living,,ira,tks
tkt,https://iso639-3.sil.org/code/tkt,,,,,Kathoriya Tharu,Individual,Living,,inc,tkt
tku,https://iso639-3.sil.org/code/tku,,,,,Upper Necaxa Totonac,Individual,Living,,cai,tku
tkv,https://iso639-3.sil.org/code/tkv,,,,,Mur Pano,Individual,Living,,map,tkv
tkw,https://iso639-3.sil.org/code/tkw,,,,,Teanu,Individual,Living,,map,tkw
tkx,https://iso639-3.sil.org/code/tkx,,,,,Tangko,Individual,Living,,paa,tkx
tkz,https://iso639-3.sil.org/code/tkz,,,,,Takua,Individual,Living,,mkh,tkz
tla,https://iso639-3.sil.org/code/tla,,,,,Southwestern Tepehuan,Individual,Living,,cai,tla
tlb,https://iso639-3.sil.org/code/tlb,,,,,Tobelo,Individual,Living,,paa,tlb
tlc,https://iso639-3.sil.org/code/tlc,,,,,Yecuatla Totonac,Individual,Living,,cai,tlc
tld,https://iso639-3.sil.org/code/tld,,,,,Talaud,Individual,Living,,map,tld
tlf,https://iso639-3.sil.org/code/tlf,,,,,Telefol,Individual,Living,,paa,tlf
tlg,https://iso639-3.sil.org/code/tlg,,,,,Tofanma,Individual,Living,,paa,tlg
tlh,https://iso639-3.sil.org/code/tlh,tlh,tlh,,,"Klingon, tlhIngan Hol, tlhIngan-Hol",Individual,Constructed,,,tlh
tli,https://iso639-3.sil.org/code/tli,tli,tli,,,Tlingit,Individual,Living,,,tli
tlj,https://iso639-3.sil.org/code/tlj,,,,,Talinga-Bwisi,Individual,Living,,bnt,tlj
tlk,https://iso639-3.sil.org/code/tlk,,,,,Taloki,Individual,Living,,map,tlk
tll,https://iso639-3.sil.org/code/tll,,,,,Tetela,Individual,Living,,bnt,tll
tlm,https://iso639-3.sil.org/code/tlm,,,,,Tolomako,Individual,Living,,map,tlm
tln,https://iso639-3.sil.org/code/tln,,,,,Talondo',Individual,Living,,map,tln
tlo,https://iso639-3.sil.org/code/tlo,,,,,Talodi,Individual,Living,,nic,tlo
tlp,https://iso639-3.sil.org/code/tlp,,,,,Filomena Mata-Coahuitl†n Totonac,Individual,Living,,cai,tlp
tlq,https://iso639-3.sil.org/code/tlq,,,,,Tai Loi,Individual,Living,,mkh,tlq
tlr,https://iso639-3.sil.org/code/tlr,,,,,Talise,Individual,Living,,map,tlr
tls,https://iso639-3.sil.org/code/tls,,,,,Tambotalo,Individual,Living,,map,tls
tlt,https://iso639-3.sil.org/code/tlt,,,,,"Sou Nama, Teluti",Individual,Living,,map,tlt
tlu,https://iso639-3.sil.org/code/tlu,,,,,Tulehu,Individual,Living,,map,tlu
tlv,https://iso639-3.sil.org/code/tlv,,,,,Taliabu,Individual,Living,,map,tlv
tlx,https://iso639-3.sil.org/code/tlx,,,,,Khehek,Individual,Living,,map,tlx
tly,https://iso639-3.sil.org/code/tly,,,,,Talysh,Individual,Living,,ira,tly
tma,https://iso639-3.sil.org/code/tma,,,,,Tama (Chad),Individual,Living,,ssa,tma
tmb,https://iso639-3.sil.org/code/tmb,,,,,"Avava, Katbol",Individual,Living,,map,tmb
tmc,https://iso639-3.sil.org/code/tmc,,,,,Tumak,Individual,Living,,afa,tmc
tmd,https://iso639-3.sil.org/code/tmd,,,,,Haruai,Individual,Living,,paa,tmd
tme,https://iso639-3.sil.org/code/tme,,,,,TremembÇ,Individual,Extinct,,sai,tme
tmf,https://iso639-3.sil.org/code/tmf,,,,,Toba-Maskoy,Individual,Living,,sai,tmf
tmg,https://iso639-3.sil.org/code/tmg,,,,,Ternate§o,Individual,Extinct,,cpp,tmg
tmh,https://iso639-3.sil.org/code/tmh,tmh,tmh,,,Tamashek,Macrolanguage,Living,,,tmh
tmi,https://iso639-3.sil.org/code/tmi,,,,,Tutuba,Individual,Living,,map,tmi
tmj,https://iso639-3.sil.org/code/tmj,,,,,Samarokena,Individual,Living,,paa,tmj
tmk,https://iso639-3.sil.org/code/tmk,,,,,Northwestern Tamang,Individual,Living,,sit ,tmk
tml,https://iso639-3.sil.org/code/tml,,,,,Tamnim Citak,Individual,Living,,paa,tml
tmm,https://iso639-3.sil.org/code/tmm,,,,,Tai Thanh,Individual,Living,,tai,tmm
tmn,https://iso639-3.sil.org/code/tmn,,,,,Taman (Indonesia),Individual,Living,,map,tmn
tmo,https://iso639-3.sil.org/code/tmo,,,,,Temoq,Individual,Living,,mkh,tmo
tmq,https://iso639-3.sil.org/code/tmq,,,,,Tumleo,Individual,Living,,map,tmq
tmr,https://iso639-3.sil.org/code/tmr,,,,,Jewish Babylonian Aramaic (ca. 200-1200 CE),Individual,Extinct,,sem,tmr
tms,https://iso639-3.sil.org/code/tms,,,,,Tima,Individual,Living,,nic,tms
tmt,https://iso639-3.sil.org/code/tmt,,,,,Tasmate,Individual,Living,,map,tmt
tmu,https://iso639-3.sil.org/code/tmu,,,,,Iau,Individual,Living,,paa,tmu
tmv,https://iso639-3.sil.org/code/tmv,,,,,Tembo (Motembo),Individual,Living,,bnt,tmv
tmw,https://iso639-3.sil.org/code/tmw,,,,,Temuan,Individual,Living,msa,,tmw
tmy,https://iso639-3.sil.org/code/tmy,,,,,Tami,Individual,Living,,map,tmy
tmz,https://iso639-3.sil.org/code/tmz,,,,,Tamanaku,Individual,Extinct,,sai,tmz
tna,https://iso639-3.sil.org/code/tna,,,,,Tacana,Individual,Living,,sai,tna
tnb,https://iso639-3.sil.org/code/tnb,,,,,Western Tunebo,Individual,Living,,sai,tnb
tnc,https://iso639-3.sil.org/code/tnc,,,,,Tanimuca-Retuar?,Individual,Living,,sai,tnc
tnd,https://iso639-3.sil.org/code/tnd,,,,,Angosturas Tunebo,Individual,Living,,sai,tnd
tng,https://iso639-3.sil.org/code/tng,,,,,Tobanga,Individual,Living,,afa,tng
tnh,https://iso639-3.sil.org/code/tnh,,,,,Maiani,Individual,Living,,paa,tnh
tni,https://iso639-3.sil.org/code/tni,,,,,Tandia,Individual,Living,,map,tni
tnk,https://iso639-3.sil.org/code/tnk,,,,,Kwamera,Individual,Living,,map,tnk
tnl,https://iso639-3.sil.org/code/tnl,,,,,Lenakel,Individual,Living,,map,tnl
tnm,https://iso639-3.sil.org/code/tnm,,,,,Tabla,Individual,Living,,paa,tnm
tnn,https://iso639-3.sil.org/code/tnn,,,,,North Tanna,Individual,Living,,map,tnn
tno,https://iso639-3.sil.org/code/tno,,,,,Toromono,Individual,Living,,sai,tno
tnp,https://iso639-3.sil.org/code/tnp,,,,,Whitesands,Individual,Living,,map,tnp
tnq,https://iso639-3.sil.org/code/tnq,,,,,Taino,Individual,Extinct,,und,tnq
tnr,https://iso639-3.sil.org/code/tnr,,,,,MÇnik,Individual,Living,,nic,tnr
tns,https://iso639-3.sil.org/code/tns,,,,,Tenis,Individual,Living,,map,tns
tnt,https://iso639-3.sil.org/code/tnt,,,,,Tontemboan,Individual,Living,,phi,tnt
tnu,https://iso639-3.sil.org/code/tnu,,,,,Tay Khang,Individual,Living,,tai,tnu
tnv,https://iso639-3.sil.org/code/tnv,,,,,Tangchangya,Individual,Living,,inc,tnv
tnw,https://iso639-3.sil.org/code/tnw,,,,,Tonsawang,Individual,Living,,map,tnw
tnx,https://iso639-3.sil.org/code/tnx,,,,,Tanema,Individual,Living,,map,tnx
tny,https://iso639-3.sil.org/code/tny,,,,,Tongwe,Individual,Living,,bnt,tny
tnz,https://iso639-3.sil.org/code/tnz,,,,,Ten'edn,Individual,Living,,mkh,tnz
tob,https://iso639-3.sil.org/code/tob,,,,,Toba,Individual,Living,,sai,tob
toc,https://iso639-3.sil.org/code/toc,,,,,Coyutla Totonac,Individual,Living,,cai,toc
tod,https://iso639-3.sil.org/code/tod,,,,,Toma,Individual,Living,,nic,tod
tof,https://iso639-3.sil.org/code/tof,,,,,Gizrra,Individual,Living,,paa,tof
tog,https://iso639-3.sil.org/code/tog,tog,tog,,,Tonga (Nyasa),Individual,Living,,bnt,tog
toh,https://iso639-3.sil.org/code/toh,,,,,Gitonga,Individual,Living,,bnt,toh
toi,https://iso639-3.sil.org/code/toi,,,,,Tonga (Zambia),Individual,Living,,bnt,toi
toj,https://iso639-3.sil.org/code/toj,,,,,Tojolabal,Individual,Living,,myn,toj
tol,https://iso639-3.sil.org/code/tol,,,,,Tolowa,Individual,Extinct,,ath,tol
tom,https://iso639-3.sil.org/code/tom,,,,,Tombulu,Individual,Living,,map,tom
ton,https://iso639-3.sil.org/code/ton,ton,ton,,to,Tonga (Tonga Islands),Individual,Living,,bnt,ton
too,https://iso639-3.sil.org/code/too,,,,,Xicotepec De Ju†rez Totonac,Individual,Living,,cai,too
top,https://iso639-3.sil.org/code/top,,,,,Papantla Totonac,Individual,Living,,cai,top
toq,https://iso639-3.sil.org/code/toq,,,,,Toposa,Individual,Living,,ssa,toq
tor,https://iso639-3.sil.org/code/tor,,,,,Togbo-Vara Banda,Individual,Living,,bnt,tor
tos,https://iso639-3.sil.org/code/tos,,,,,Highland Totonac,Individual,Living,,cai,tos
tou,https://iso639-3.sil.org/code/tou,,,,,Tho,Individual,Living,,tai,tou
tov,https://iso639-3.sil.org/code/tov,,,,,Upper Taromi,Individual,Living,,ira,tov
tow,https://iso639-3.sil.org/code/tow,,,,,Jemez,Individual,Living,,nai,tow
tox,https://iso639-3.sil.org/code/tox,,,,,Tobian,Individual,Living,,map,tox
toy,https://iso639-3.sil.org/code/toy,,,,,Topoiyo,Individual,Living,,map,toy
toz,https://iso639-3.sil.org/code/toz,,,,,To,Individual,Living,,nic,toz
tpa,https://iso639-3.sil.org/code/tpa,,,,,Taupota,Individual,Living,,map,tpa
tpc,https://iso639-3.sil.org/code/tpc,,,,,"Azoy£ Me'phaa, Azoy£ Tlapanec",Individual,Living,,cai,tpc
tpe,https://iso639-3.sil.org/code/tpe,,,,,Tippera,Individual,Living,,sit,tpe
tpf,https://iso639-3.sil.org/code/tpf,,,,,Tarpia,Individual,Living,,map,tpf
tpg,https://iso639-3.sil.org/code/tpg,,,,,Kula,Individual,Living,,paa,tpg
tpi,https://iso639-3.sil.org/code/tpi,tpi,tpi,,,Tok Pisin,Individual,Living,,cpe,tpi
tpj,https://iso639-3.sil.org/code/tpj,,,,,TapietÇ,Individual,Living,,grn,tpj
tpk,https://iso639-3.sil.org/code/tpk,,,,,Tupinikin,Individual,Extinct,,tup,tpk
tpl,https://iso639-3.sil.org/code/tpl,,,,,"Tlacoapa Me'phaa, Tlacoapa Tlapanec",Individual,Living,,nai,tpl
tpm,https://iso639-3.sil.org/code/tpm,,,,,Tampulma,Individual,Living,,nic,tpm
tpn,https://iso639-3.sil.org/code/tpn,,,,,Tupinamb†,Individual,Extinct,,sai,tpn
tpo,https://iso639-3.sil.org/code/tpo,,,,,Tai Pao,Individual,Living,,tai,tpo
tpp,https://iso639-3.sil.org/code/tpp,,,,,Pisaflores Tepehua,Individual,Living,,cai,tpp
tpq,https://iso639-3.sil.org/code/tpq,,,,,Tukpa,Individual,Living,,sit,tpq
tpr,https://iso639-3.sil.org/code/tpr,,,,,Tupar°,Individual,Living,,tup,tpr
tpt,https://iso639-3.sil.org/code/tpt,,,,,Tlachichilco Tepehua,Individual,Living,,cai,tpt
tpu,https://iso639-3.sil.org/code/tpu,,,,,Tampuan,Individual,Living,,mkh,tpu
tpv,https://iso639-3.sil.org/code/tpv,,,,,Tanapag,Individual,Living,,map,tpv
tpw,https://iso639-3.sil.org/code/tpw,,,,,Tup°,Individual,Extinct,,tup,tpw
tpx,https://iso639-3.sil.org/code/tpx,,,,,"Acatepec Me'phaa, Acatepec Tlapanec",Individual,Living,,nai,tpx
tpy,https://iso639-3.sil.org/code/tpy,,,,,Trumai,Individual,Living,,sai,tpy
tpz,https://iso639-3.sil.org/code/tpz,,,,,Tinputz,Individual,Living,,map,tpz
tqb,https://iso639-3.sil.org/code/tqb,,,,,TembÇ,Individual,Living,,sai,tqb
tql,https://iso639-3.sil.org/code/tql,,,,,Lehali,Individual,Living,,map,tql
tqm,https://iso639-3.sil.org/code/tqm,,,,,Turumsa,Individual,Living,,paa,tqm
tqn,https://iso639-3.sil.org/code/tqn,,,,,Tenino,Individual,Living,,nai,tqn
tqo,https://iso639-3.sil.org/code/tqo,,,,,Toaripi,Individual,Living,,paa,tqo
tqp,https://iso639-3.sil.org/code/tqp,,,,,Tomoip,Individual,Living,,map,tqp
tqq,https://iso639-3.sil.org/code/tqq,,,,,Tunni,Individual,Living,,cus,tqq
tqr,https://iso639-3.sil.org/code/tqr,,,,,Torona,Individual,Extinct,,nic,tqr
tqt,https://iso639-3.sil.org/code/tqt,,,,,Western Totonac,Individual,Living,,cai,tqt
tqu,https://iso639-3.sil.org/code/tqu,,,,,Touo,Individual,Living,,paa,tqu
tqw,https://iso639-3.sil.org/code/tqw,,,,,Tonkawa,Individual,Extinct,,nai,tqw
tra,https://iso639-3.sil.org/code/tra,,,,,Tirahi,Individual,Living,,inc,tra
trb,https://iso639-3.sil.org/code/trb,,,,,Terebu,Individual,Living,,map,trb
trc,https://iso639-3.sil.org/code/trc,,,,,Copala Triqui,Individual,Living,,cai,trc
trd,https://iso639-3.sil.org/code/trd,,,,,Turi,Individual,Living,,mkh,trd
tre,https://iso639-3.sil.org/code/tre,,,,,East Tarangan,Individual,Living,,map,tre
trf,https://iso639-3.sil.org/code/trf,,,,,Trinidadian Creole English,Individual,Living,,cpe,trf
trg,https://iso639-3.sil.org/code/trg,,,,,Lish†n Did†n,Individual,Living,,sem,trg
trh,https://iso639-3.sil.org/code/trh,,,,,Turaka,Individual,Living,,paa,trh
tri,https://iso639-3.sil.org/code/tri,,,,,Tri¢,Individual,Living,,sai,tri
trj,https://iso639-3.sil.org/code/trj,,,,,Toram,Individual,Living,,afa,trj
,https://iso639-3.sil.org/code/trk,trk,,trk,,Turkic languages,Collective,Genetic,,,
trl,https://iso639-3.sil.org/code/trl,,,,,Traveller Scottish,Individual,Living,,ine,trl
trm,https://iso639-3.sil.org/code/trm,,,,,Tregami,Individual,Living,,ine,trm
trn,https://iso639-3.sil.org/code/trn,,,,,Trinitario,Individual,Living,,sai,trn
tro,https://iso639-3.sil.org/code/tro,,,,,Tarao Naga,Individual,Living,,sit,tro
trp,https://iso639-3.sil.org/code/trp,,,,,Kok Borok,Individual,Living,,sit,trp
trq,https://iso639-3.sil.org/code/trq,,,,,San Mart°n Itunyoso Triqui,Individual,Living,,cai,trq
trr,https://iso639-3.sil.org/code/trr,,,,,Taushiro,Individual,Living,,sai,trr
trs,https://iso639-3.sil.org/code/trs,,,,,Chicahuaxtla Triqui,Individual,Living,,cai,trs
trt,https://iso639-3.sil.org/code/trt,,,,,Tunggare,Individual,Living,,paa,trt
tru,https://iso639-3.sil.org/code/tru,,,,,"Surayt, Turoyo",Individual,Living,,sem,tru
trv,https://iso639-3.sil.org/code/trv,,,,,Taroko,Individual,Living,,mkh,trv
trw,https://iso639-3.sil.org/code/trw,,,,,Torwali,Individual,Living,,inc,trw
trx,https://iso639-3.sil.org/code/trx,,,,,Tringgus-Sembaan Bidayuh,Individual,Living,,map,trx
try,https://iso639-3.sil.org/code/try,,,,,Turung,Individual,Extinct,,tai,try
trz,https://iso639-3.sil.org/code/trz,,,,,Tor†,Individual,Extinct,,sai,trz
tsa,https://iso639-3.sil.org/code/tsa,,,,,Tsaangi,Individual,Living,,bnt,tsa
tsb,https://iso639-3.sil.org/code/tsb,,,,,Tsamai,Individual,Living,,cus,tsb
tsc,https://iso639-3.sil.org/code/tsc,,,,,Tswa,Individual,Living,,bnt,tsc
tsd,https://iso639-3.sil.org/code/tsd,,,,,Tsakonian,Individual,Living,,ine,tsd
tse,https://iso639-3.sil.org/code/tse,,,,,Tunisian Sign Language,Individual,Living,,sgn,tse
tsg,https://iso639-3.sil.org/code/tsg,,,,,Tausug,Individual,Living,,phi,tsg
tsh,https://iso639-3.sil.org/code/tsh,,,,,Tsuvan,Individual,Living,,afa,tsh
tsi,https://iso639-3.sil.org/code/tsi,tsi,tsi,,,Tsimshian,Individual,Living,,nai,tsi
tsj,https://iso639-3.sil.org/code/tsj,,,,,Tshangla,Individual,Living,,sit,tsj
