iso639-3,url,iso639-2/iso639-5,iso639-2,iso639-5,iso639-1,name,type,status,member of macro language,member of MARC collective code,iso639-3
sqk,https://iso639-3.sil.org/code/sqk,,,,,Albanian Sign Language,Individual,Living,,sgn,sqk
sqm,https://iso639-3.sil.org/code/sqm,,,,,Suma,Individual,Living,gba,,sqm
sqn,https://iso639-3.sil.org/code/sqn,,,,,Susquehannock,Individual,Extinct,,iro,sqn
sqo,https://iso639-3.sil.org/code/sqo,,,,,Sorkhei,Individual,Living,,ira,sqo
sqq,https://iso639-3.sil.org/code/sqq,,,,,Sou,Individual,Living,,mkh,sqq
sqr,https://iso639-3.sil.org/code/sqr,,,,,Siculo Arabic,Individual,Historical,,sem,sqr
sqs,https://iso639-3.sil.org/code/sqs,,,,,Sri Lankan Sign Language,Individual,Living,,sgn,sqs
sqt,https://iso639-3.sil.org/code/sqt,,,,,Soqotri,Individual,Living,,sem,sqt
squ,https://iso639-3.sil.org/code/squ,,,,,Squamish,Individual,Living,,sal,squ
sra,https://iso639-3.sil.org/code/sra,,,,,Saruga,Individual,Living,,paa,sra
srb,https://iso639-3.sil.org/code/srb,,,,,Sora,Individual,Living,,mun,srb
src,https://iso639-3.sil.org/code/src,,,,,Logudorese Sardinian,Individual,Living,srd,,src
srd,https://iso639-3.sil.org/code/srd,srd,srd,,sc,Sardinian,Macrolanguage,Living,,,srd
sre,https://iso639-3.sil.org/code/sre,,,,,Sara,Individual,Living,,ssa,sre
srf,https://iso639-3.sil.org/code/srf,,,,,Nafi,Individual,Living,,map,srf
srg,https://iso639-3.sil.org/code/srg,,,,,Sulod,Individual,Living,,phi,srg
srh,https://iso639-3.sil.org/code/srh,,,,,Sarikoli,Individual,Living,,ira,srh
sri,https://iso639-3.sil.org/code/sri,,,,,Siriano,Individual,Living,,sai,sri
srk,https://iso639-3.sil.org/code/srk,,,,,Serudung Murut,Individual,Living,,map,srk
srl,https://iso639-3.sil.org/code/srl,,,,,Isirawa,Individual,Living,,paa,srl
srm,https://iso639-3.sil.org/code/srm,,,,,Saramaccan,Individual,Living,,cpe,srm
srn,https://iso639-3.sil.org/code/srn,srn,srn,,,Sranan Tongo,Individual,Living,,cpe,srn
sro,https://iso639-3.sil.org/code/sro,,,,,Campidanese Sardinian,Individual,Living,srd,,sro
srp,https://iso639-3.sil.org/code/srp,srp,srp,,sr,Serbian,Individual,Living,hbs,,srp
srq,https://iso639-3.sil.org/code/srq,,,,,Sirion¢,Individual,Living,,sai,srq
srr,https://iso639-3.sil.org/code/srr,srr,srr,,,Serer,Individual,Living,,,srr
srs,https://iso639-3.sil.org/code/srs,,,,,Sarsi,Individual,Living,,ath,srs
srt,https://iso639-3.sil.org/code/srt,,,,,Sauri,Individual,Living,,paa,srt
sru,https://iso639-3.sil.org/code/sru,,,,,Suru°,Individual,Living,,sai,sru
srv,https://iso639-3.sil.org/code/srv,,,,,Southern Sorsoganon,Individual,Living,,phi,srv
srw,https://iso639-3.sil.org/code/srw,,,,,Serua,Individual,Living,,map,srw
srx,https://iso639-3.sil.org/code/srx,,,,,Sirmauri,Individual,Living,,him,srx
sry,https://iso639-3.sil.org/code/sry,,,,,Sera,Individual,Living,,map,sry
srz,https://iso639-3.sil.org/code/srz,,,,,Shahmirzadi,Individual,Living,,ira,srz
,https://iso639-3.sil.org/code/ssa,ssa,ssa,ssa,,Nilo-Saharan languages,Collective,Genetic,,,
ssb,https://iso639-3.sil.org/code/ssb,,,,,Southern Sama,Individual,Living,,map,ssb
ssc,https://iso639-3.sil.org/code/ssc,,,,,Suba-Simbiti,Individual,Living,,bnt,ssc
ssd,https://iso639-3.sil.org/code/ssd,,,,,Siroi,Individual,Living,,paa,ssd
sse,https://iso639-3.sil.org/code/sse,,,,,"Balangingi, Bangingih Sama",Individual,Living,,map,sse
ssf,https://iso639-3.sil.org/code/ssf,,,,,Thao,Individual,Extinct,,map,ssf
ssg,https://iso639-3.sil.org/code/ssg,,,,,Seimat,Individual,Living,,map,ssg
ssh,https://iso639-3.sil.org/code/ssh,,,,,Shihhi Arabic,Individual,Living,ara,,ssh
ssi,https://iso639-3.sil.org/code/ssi,,,,,Sansi,Individual,Living,,inc,ssi
ssj,https://iso639-3.sil.org/code/ssj,,,,,Sausi,Individual,Living,,paa,ssj
ssk,https://iso639-3.sil.org/code/ssk,,,,,Sunam,Individual,Living,,sit,ssk
ssl,https://iso639-3.sil.org/code/ssl,,,,,Western Sisaala,Individual,Living,,nic,ssl
ssm,https://iso639-3.sil.org/code/ssm,,,,,Semnam,Individual,Living,,mkh,ssm
ssn,https://iso639-3.sil.org/code/ssn,,,,,Waata,Individual,Living,,cus,ssn
sso,https://iso639-3.sil.org/code/sso,,,,,Sissano,Individual,Living,,map,sso
ssp,https://iso639-3.sil.org/code/ssp,,,,,Spanish Sign Language,Individual,Living,,sgn,ssp
ssq,https://iso639-3.sil.org/code/ssq,,,,,So'a,Individual,Living,,map,ssq
ssr,https://iso639-3.sil.org/code/ssr,,,,,Swiss-French Sign Language,Individual,Living,,sgn,ssr
sss,https://iso639-3.sil.org/code/sss,,,,,Sì,Individual,Living,,mkh,sss
sst,https://iso639-3.sil.org/code/sst,,,,,Sinasina,Individual,Living,,paa,sst
ssu,https://iso639-3.sil.org/code/ssu,,,,,Susuami,Individual,Living,,paa,ssu
ssv,https://iso639-3.sil.org/code/ssv,,,,,Shark Bay,Individual,Living,,map,ssv
ssw,https://iso639-3.sil.org/code/ssw,ssw,ssw,,ss,Swati,Individual,Living,,,ssw
ssx,https://iso639-3.sil.org/code/ssx,,,,,Samberigi,Individual,Living,,paa,ssx
ssy,https://iso639-3.sil.org/code/ssy,,,,,Saho,Individual,Living,,cus,ssy
ssz,https://iso639-3.sil.org/code/ssz,,,,,Sengseng,Individual,Living,,map,ssz
sta,https://iso639-3.sil.org/code/sta,,,,,Settla,Individual,Living,,crp,sta
stb,https://iso639-3.sil.org/code/stb,,,,,Northern Subanen,Individual,Living,,phi,stb
std,https://iso639-3.sil.org/code/std,,,,,Sentinel,Individual,Living,,und,std
ste,https://iso639-3.sil.org/code/ste,,,,,Liana-Seti,Individual,Living,,map,ste
stf,https://iso639-3.sil.org/code/stf,,,,,Seta,Individual,Living,,paa,stf
stg,https://iso639-3.sil.org/code/stg,,,,,Trieng,Individual,Living,,mkh,stg
sth,https://iso639-3.sil.org/code/sth,,,,,Shelta,Individual,Living,,mis,sth
sti,https://iso639-3.sil.org/code/sti,,,,,Bulo Stieng,Individual,Living,,mkh,sti
stj,https://iso639-3.sil.org/code/stj,,,,,Matya Samo,Individual,Living,,nic,stj
stk,https://iso639-3.sil.org/code/stk,,,,,Arammba,Individual,Living,,paa,stk
stl,https://iso639-3.sil.org/code/stl,,,,,Stellingwerfs,Individual,Living,,gem,stl
stm,https://iso639-3.sil.org/code/stm,,,,,Setaman,Individual,Living,,paa,stm
stn,https://iso639-3.sil.org/code/stn,,,,,Owa,Individual,Living,,map,stn
sto,https://iso639-3.sil.org/code/sto,,,,,Stoney,Individual,Living,,dak,sto
stp,https://iso639-3.sil.org/code/stp,,,,,Southeastern Tepehuan,Individual,Living,,cai,stp
stq,https://iso639-3.sil.org/code/stq,,,,,Saterfriesisch,Individual,Living,,frs,stq
str,https://iso639-3.sil.org/code/str,,,,,Straits Salish,Individual,Living,,sal,str
sts,https://iso639-3.sil.org/code/sts,,,,,Shumashti,Individual,Living,,inc,sts
stt,https://iso639-3.sil.org/code/stt,,,,,Budeh Stieng,Individual,Living,,mkh,stt
stu,https://iso639-3.sil.org/code/stu,,,,,Samtao,Individual,Living,,mkh,stu
stv,https://iso639-3.sil.org/code/stv,,,,,Silt'e,Individual,Living,,sem,stv
stw,https://iso639-3.sil.org/code/stw,,,,,Satawalese,Individual,Living,,map,stw
sty,https://iso639-3.sil.org/code/sty,,,,,Siberian Tatar,Individual,Living,,tut,sty
sua,https://iso639-3.sil.org/code/sua,,,,,Sulka,Individual,Living,,paa,sua
sub,https://iso639-3.sil.org/code/sub,,,,,Suku,Individual,Living,,bnt,sub
suc,https://iso639-3.sil.org/code/suc,,,,,Western Subanon,Individual,Living,,phi,suc
sue,https://iso639-3.sil.org/code/sue,,,,,Suena,Individual,Living,,paa,sue
sug,https://iso639-3.sil.org/code/sug,,,,,Suganga,Individual,Living,,paa,sug
sui,https://iso639-3.sil.org/code/sui,,,,,Suki,Individual,Living,,paa,sui
suj,https://iso639-3.sil.org/code/suj,,,,,Shubi,Individual,Living,,bnt,suj
suk,https://iso639-3.sil.org/code/suk,suk,suk,,,Sukuma,Individual,Living,,bnt,suk
sun,https://iso639-3.sil.org/code/sun,sun,sun,,su,Sundanese,Individual,Living,,,sun
suq,https://iso639-3.sil.org/code/suq,,,,,Suri,Individual,Living,,ssa,suq
sur,https://iso639-3.sil.org/code/sur,,,,,Mwaghavul,Individual,Living,,afa,sur
sus,https://iso639-3.sil.org/code/sus,sus,sus,,,Susu,Individual,Living,,nic,sus
sut,https://iso639-3.sil.org/code/sut,,,,,Subtiaba,Individual,Extinct,,cai,sut
suv,https://iso639-3.sil.org/code/suv,,,,,Puroik,Individual,Living,,sit,suv
suw,https://iso639-3.sil.org/code/suw,,,,,Sumbwa,Individual,Living,,bnt,suw
sux,https://iso639-3.sil.org/code/sux,sux,sux,,,Sumerian,Individual,Ancient,,,sux
suy,https://iso639-3.sil.org/code/suy,,,,,Suy†,Individual,Living,,sai,suy
suz,https://iso639-3.sil.org/code/suz,,,,,Sunwar,Individual,Living,,sit,suz
sva,https://iso639-3.sil.org/code/sva,,,,,Svan,Individual,Living,,cau,sva
svb,https://iso639-3.sil.org/code/svb,,,,,Ulau-Suain,Individual,Living,,map,svb
svc,https://iso639-3.sil.org/code/svc,,,,,Vincentian Creole English,Individual,Living,,cpe,svc
sve,https://iso639-3.sil.org/code/sve,,,,,Serili,Individual,Living,,map,sve
svk,https://iso639-3.sil.org/code/svk,,,,,Slovakian Sign Language,Individual,Living,,sgn,svk
svm,https://iso639-3.sil.org/code/svm,,,,,Slavomolisano,Individual,Living,,sla,svm
svs,https://iso639-3.sil.org/code/svs,,,,,Savosavo,Individual,Living,,paa,svs
svx,https://iso639-3.sil.org/code/svx,,,,,Skalvian,Individual,Historical,,bat,svx
swa,https://iso639-3.sil.org/code/swa,swa,swa,,sw,Swahili (macrolanguage),Macrolanguage,Living,,,swa
swb,https://iso639-3.sil.org/code/swb,,,,,Maore Comorian,Individual,Living,,bnt,swb
swc,https://iso639-3.sil.org/code/swc,,,,,Congo Swahili,Individual,Living,swa,,swc
swe,https://iso639-3.sil.org/code/swe,swe,swe,,sv,Swedish,Individual,Living,,,swe
swf,https://iso639-3.sil.org/code/swf,,,,,Sere,Individual,Living,,bnt,swf
swg,https://iso639-3.sil.org/code/swg,,,,,Swabian,Individual,Living,,gem,swg
swh,https://iso639-3.sil.org/code/swh,,,,,"Kiswahili, Swahili (individual language)",Individual,Living,swa,,swh
swi,https://iso639-3.sil.org/code/swi,,,,,Sui,Individual,Living,,und,swi
swj,https://iso639-3.sil.org/code/swj,,,,,Sira,Individual,Living,,bnt,swj
swk,https://iso639-3.sil.org/code/swk,,,,,Malawi Sena,Individual,Living,,bnt,swk
swl,https://iso639-3.sil.org/code/swl,,,,,Swedish Sign Language,Individual,Living,,sgn,swl
swm,https://iso639-3.sil.org/code/swm,,,,,Samosa,Individual,Living,,paa,swm
swn,https://iso639-3.sil.org/code/swn,,,,,Sawknah,Individual,Living,,ber,swn
swo,https://iso639-3.sil.org/code/swo,,,,,Shanenawa,Individual,Living,,sai,swo
swp,https://iso639-3.sil.org/code/swp,,,,,Suau,Individual,Living,,map,swp
swq,https://iso639-3.sil.org/code/swq,,,,,Sharwa,Individual,Living,,afa,swq
swr,https://iso639-3.sil.org/code/swr,,,,,Saweru,Individual,Living,,paa,swr
sws,https://iso639-3.sil.org/code/sws,,,,,Seluwasan,Individual,Living,,map,sws
swt,https://iso639-3.sil.org/code/swt,,,,,Sawila,Individual,Living,,paa,swt
swu,https://iso639-3.sil.org/code/swu,,,,,Suwawa,Individual,Living,,map,swu
swv,https://iso639-3.sil.org/code/swv,,,,,Shekhawati,Individual,Living,mwr,mwr,swv
sww,https://iso639-3.sil.org/code/sww,,,,,Sowa,Individual,Extinct,,map,sww
swx,https://iso639-3.sil.org/code/swx,,,,,Suruah†,Individual,Living,,sai,swx
swy,https://iso639-3.sil.org/code/swy,,,,,Sarua,Individual,Living,,afa,swy
sxb,https://iso639-3.sil.org/code/sxb,,,,,Suba,Individual,Living,,bnt,sxb
sxc,https://iso639-3.sil.org/code/sxc,,,,,Sicanian,Individual,Ancient,,und,sxc
sxe,https://iso639-3.sil.org/code/sxe,,,,,Sighu,Individual,Living,,bnt,sxe
sxg,https://iso639-3.sil.org/code/sxg,,,,,"Shixing, Shuhi",Individual,Living,,sit,sxg
sxk,https://iso639-3.sil.org/code/sxk,,,,,Southern Kalapuya,Individual,Extinct,,nai,sxk
sxl,https://iso639-3.sil.org/code/sxl,,,,,Selian,Individual,Extinct,,bat,sxl
sxm,https://iso639-3.sil.org/code/sxm,,,,,Samre,Individual,Living,,mkh,sxm
sxn,https://iso639-3.sil.org/code/sxn,,,,,Sangir,Individual,Living,,map,sxn
sxo,https://iso639-3.sil.org/code/sxo,,,,,Sorothaptic,Individual,Ancient,,und,sxo
sxr,https://iso639-3.sil.org/code/sxr,,,,,Saaroa,Individual,Living,,map,sxr
sxs,https://iso639-3.sil.org/code/sxs,,,,,Sasaru,Individual,Living,,nic,sxs
sxu,https://iso639-3.sil.org/code/sxu,,,,,Upper Saxon,Individual,Living,,gem,sxu
sxw,https://iso639-3.sil.org/code/sxw,,,,,Saxwe Gbe,Individual,Living,,nic,sxw
sya,https://iso639-3.sil.org/code/sya,,,,,Siang,Individual,Living,,map,sya
syb,https://iso639-3.sil.org/code/syb,,,,,Central Subanen,Individual,Living,,phi,syb
syc,https://iso639-3.sil.org/code/syc,syc,syc,,,Classical Syriac,Individual,Historical,,,syc
,https://iso639-3.sil.org/code/syd,syd,,syd,,Samoyedic languages,Collective,Genetic,,,
syi,https://iso639-3.sil.org/code/syi,,,,,Seki,Individual,Living,,nic,syi
syk,https://iso639-3.sil.org/code/syk,,,,,Sukur,Individual,Living,,afa,syk
syl,https://iso639-3.sil.org/code/syl,,,,,Sylheti,Individual,Living,,ben,syl
sym,https://iso639-3.sil.org/code/sym,,,,,Maya Samo,Individual,Living,,nic,sym
syn,https://iso639-3.sil.org/code/syn,,,,,Senaya,Individual,Living,,sem,syn
syo,https://iso639-3.sil.org/code/syo,,,,,Suoy,Individual,Living,,mkh,syo
syr,https://iso639-3.sil.org/code/syr,syr,syr,,,Syriac,Macrolanguage,Living,,,syr
sys,https://iso639-3.sil.org/code/sys,,,,,Sinyar,Individual,Living,,ssa,sys
syw,https://iso639-3.sil.org/code/syw,,,,,Kagate,Individual,Living,,tib,syw
syx,https://iso639-3.sil.org/code/syx,,,,,Samay,Individual,Living,,bnt,syx
syy,https://iso639-3.sil.org/code/syy,,,,,Al-Sayyid Bedouin Sign Language,Individual,Living,,sgn,syy
sza,https://iso639-3.sil.org/code/sza,,,,,Semelai,Individual,Living,,mkh,sza
szb,https://iso639-3.sil.org/code/szb,,,,,Ngalum,Individual,Living,,paa,szb
szc,https://iso639-3.sil.org/code/szc,,,,,Semaq Beri,Individual,Living,,mkh,szc
szd,https://iso639-3.sil.org/code/szd,,,,,Seru,Individual,Extinct,,map,szd
sze,https://iso639-3.sil.org/code/sze,,,,,Seze,Individual,Living,,afa,sze
szg,https://iso639-3.sil.org/code/szg,,,,,Sengele,Individual,Living,,bnt,szg
szl,https://iso639-3.sil.org/code/szl,,,,,Silesian,Individual,Living,,sla,szl
szn,https://iso639-3.sil.org/code/szn,,,,,Sula,Individual,Living,,map,szn
szp,https://iso639-3.sil.org/code/szp,,,,,Suabo,Individual,Living,,paa,szp
szs,https://iso639-3.sil.org/code/szs,,,,,Solomon Islands Sign Language,Individual,Living,,sgn,szs
szv,https://iso639-3.sil.org/code/szv,,,,,Isu (Fako Division),Individual,Living,,bnt,szv
szw,https://iso639-3.sil.org/code/szw,,,,,Sawai,Individual,Living,,pqe,szw
szy,https://iso639-3.sil.org/code/szy,,,,,Sakizaya,Individual,Living,,map,szy
taa,https://iso639-3.sil.org/code/taa,,,,,Lower Tanana,Individual,Living,,ath,taa
tab,https://iso639-3.sil.org/code/tab,,,,,Tabassaran,Individual,Living,,cau,tab
tac,https://iso639-3.sil.org/code/tac,,,,,Lowland Tarahumara,Individual,Living,,cai,tac
tad,https://iso639-3.sil.org/code/tad,,,,,Tause,Individual,Living,,paa,tad
tae,https://iso639-3.sil.org/code/tae,,,,,Tariana,Individual,Living,,sai,tae
taf,https://iso639-3.sil.org/code/taf,,,,,TapirapÇ,Individual,Living,,sai,taf
tag,https://iso639-3.sil.org/code/tag,,,,,Tagoi,Individual,Living,,nic,tag
tah,https://iso639-3.sil.org/code/tah,tah,tah,,ty,Tahitian,Individual,Living,,,tah
,https://iso639-3.sil.org/code/tai,tai,tai,tai,,Tai languages,Collective,Genetic,,,
taj,https://iso639-3.sil.org/code/taj,,,,,Eastern Tamang,Individual,Living,,sit,taj
tak,https://iso639-3.sil.org/code/tak,,,,,Tala,Individual,Living,,afa,tak
tal,https://iso639-3.sil.org/code/tal,,,,,Tal,Individual,Living,,afa,tal
tam,https://iso639-3.sil.org/code/tam,tam,tam,,ta,Tamil,Individual,Living,,,tam
tan,https://iso639-3.sil.org/code/tan,,,,,Tangale,Individual,Living,,afa,tan
tao,https://iso639-3.sil.org/code/tao,,,,,Yami,Individual,Living,,phi,tao
tap,https://iso639-3.sil.org/code/tap,,,,,Taabwa,Individual,Living,,bnt,tap
taq,https://iso639-3.sil.org/code/taq,,,,,Tamasheq,Individual,Living,tmh,,taq
tar,https://iso639-3.sil.org/code/tar,,,,,Central Tarahumara,Individual,Living,,cai,tar
tas,https://iso639-3.sil.org/code/tas,,,,,Tay Boi,Individual,Extinct,,cpf,tas
tat,https://iso639-3.sil.org/code/tat,tat,tat,,tt,Tatar,Individual,Living,,,tat
tau,https://iso639-3.sil.org/code/tau,,,,,Upper Tanana,Individual,Living,,ath,tau
tav,https://iso639-3.sil.org/code/tav,,,,,Tatuyo,Individual,Living,,sai,tav
taw,https://iso639-3.sil.org/code/taw,,,,,Tai,Individual,Living,,paa,taw
tax,https://iso639-3.sil.org/code/tax,,,,,Tamki,Individual,Living,,afa,tax
tay,https://iso639-3.sil.org/code/tay,,,,,Atayal,Individual,Living,,map,tay
taz,https://iso639-3.sil.org/code/taz,,,,,Tocho,Individual,Living,,nic,taz
tba,https://iso639-3.sil.org/code/tba,,,,,Aikan?,Individual,Living,,sai,tba
tbc,https://iso639-3.sil.org/code/tbc,,,,,Takia,Individual,Living,,map,tbc
tbd,https://iso639-3.sil.org/code/tbd,,,,,Kaki Ae,Individual,Living,,paa,tbd
tbe,https://iso639-3.sil.org/code/tbe,,,,,Tanimbili,Individual,Living,,map,tbe
tbf,https://iso639-3.sil.org/code/tbf,,,,,Mandara,Individual,Living,,map,tbf
tbg,https://iso639-3.sil.org/code/tbg,,,,,North Tairora,Individual,Living,,paa,tbg
tbh,https://iso639-3.sil.org/code/tbh,,,,,"Dharawal, Thurawal",Individual,Extinct,,aus,tbh
tbi,https://iso639-3.sil.org/code/tbi,,,,,Gaam,Individual,Living,,ssa,tbi
tbj,https://iso639-3.sil.org/code/tbj,,,,,Tiang,Individual,Living,,map,tbj
tbk,https://iso639-3.sil.org/code/tbk,,,,,Calamian Tagbanwa,Individual,Living,,phi,tbk
tbl,https://iso639-3.sil.org/code/tbl,,,,,Tboli,Individual,Living,,phi,tbl
tbm,https://iso639-3.sil.org/code/tbm,,,,,Tagbu,Individual,Living,,bnt,tbm
tbn,https://iso639-3.sil.org/code/tbn,,,,,Barro Negro Tunebo,Individual,Living,,sai,tbn
tbo,https://iso639-3.sil.org/code/tbo,,,,,Tawala,Individual,Living,,map,tbo
tbp,https://iso639-3.sil.org/code/tbp,,,,,"Diebroud, Taworta",Individual,Living,,paa,tbp
,https://iso639-3.sil.org/code/tbq,tbq,,tbq,,Tibeto-Burman languages,Collective,Genetic,,,
tbr,https://iso639-3.sil.org/code/tbr,,,,,Tumtum,Individual,Living,,ssa,tbr
tbs,https://iso639-3.sil.org/code/tbs,,,,,Tanguat,Individual,Living,,paa,tbs
tbt,https://iso639-3.sil.org/code/tbt,,,,,Tembo (Kitembo),Individual,Living,,bnt,tbt
tbu,https://iso639-3.sil.org/code/tbu,,,,,Tubar,Individual,Extinct,,nai,tbu
tbv,https://iso639-3.sil.org/code/tbv,,,,,Tobo,Individual,Living,,paa,tbv
tbw,https://iso639-3.sil.org/code/tbw,,,,,Tagbanwa,Individual,Living,,phi,tbw
tbx,https://iso639-3.sil.org/code/tbx,,,,,Kapin,Individual,Living,,map,tbx
tby,https://iso639-3.sil.org/code/tby,,,,,Tabaru,Individual,Living,,paa,tby
tbz,https://iso639-3.sil.org/code/tbz,,,,,Ditammari,Individual,Living,,nic,tbz
tca,https://iso639-3.sil.org/code/tca,,,,,Ticuna,Individual,Living,,sai,tca
tcb,https://iso639-3.sil.org/code/tcb,,,,,Tanacross,Individual,Living,,ath,tcb
tcc,https://iso639-3.sil.org/code/tcc,,,,,Datooga,Individual,Living,,ssa,tcc
tcd,https://iso639-3.sil.org/code/tcd,,,,,Tafi,Individual,Living,,nic,tcd
tce,https://iso639-3.sil.org/code/tce,,,,,Southern Tutchone,Individual,Living,,ath,tce
tcf,https://iso639-3.sil.org/code/tcf,,,,,"Malinaltepec Me'phaa, Malinaltepec Tlapanec",Individual,Living,,cai,tcf
tcg,https://iso639-3.sil.org/code/tcg,,,,,Tamagario,Individual,Living,,paa,tcg
tch,https://iso639-3.sil.org/code/tch,,,,,Turks And Caicos Creole English,Individual,Living,,cpe,tch
tci,https://iso639-3.sil.org/code/tci,,,,,W†ra,Individual,Living,,paa,tci
tck,https://iso639-3.sil.org/code/tck,,,,,Tchitchege,Individual,Living,,bnt,tck
tcl,https://iso639-3.sil.org/code/tcl,,,,,Taman (Myanmar),Individual,Extinct,,sit,tcl
tcm,https://iso639-3.sil.org/code/tcm,,,,,Tanahmerah,Individual,Living,,paa,tcm
tcn,https://iso639-3.sil.org/code/tcn,,,,,Tichurong,Individual,Living,,sit,tcn
tco,https://iso639-3.sil.org/code/tco,,,,,Taungyo,Individual,Living,,sit,tco
tcp,https://iso639-3.sil.org/code/tcp,,,,,Tawr Chin,Individual,Living,,sit,tcp
tcq,https://iso639-3.sil.org/code/tcq,,,,,Kaiy,Individual,Living,,paa,tcq
tcs,https://iso639-3.sil.org/code/tcs,,,,,"Torres Strait Creole, Yumplatok",Individual,Living,,cpe,tcs
tct,https://iso639-3.sil.org/code/tct,,,,,T'en,Individual,Living,,und,tct
tcu,https://iso639-3.sil.org/code/tcu,,,,,Southeastern Tarahumara,Individual,Living,,cai,tcu
tcw,https://iso639-3.sil.org/code/tcw,,,,,Tecpatl†n Totonac,Individual,Living,,cai,tcw
tcx,https://iso639-3.sil.org/code/tcx,,,,,Toda,Individual,Living,,dra,tcx
tcy,https://iso639-3.sil.org/code/tcy,,,,,Tulu,Individual,Living,,dra,tcy
tcz,https://iso639-3.sil.org/code/tcz,,,,,Thado Chin,Individual,Living,,sit,tcz
tda,https://iso639-3.sil.org/code/tda,,,,,Tagdal,Individual,Living,,son,tda
tdb,https://iso639-3.sil.org/code/tdb,,,,,Panchpargania,Individual,Living,,bih,tdb
tdc,https://iso639-3.sil.org/code/tdc,,,,,Ember†-Tad¢,Individual,Living,,sai,tdc
tdd,https://iso639-3.sil.org/code/tdd,,,,,Tai NÅa,Individual,Living,,tai,tdd
tde,https://iso639-3.sil.org/code/tde,,,,,Tiranige Diga Dogon,Individual,Living,,nic,tde
tdf,https://iso639-3.sil.org/code/tdf,,,,,Talieng,Individual,Living,,mkh,tdf
tdg,https://iso639-3.sil.org/code/tdg,,,,,Western Tamang,Individual,Living,,sit,tdg
tdh,https://iso639-3.sil.org/code/tdh,,,,,Thulung,Individual,Living,,sit,tdh
tdi,https://iso639-3.sil.org/code/tdi,,,,,Tomadino,Individual,Living,,map,tdi
tdj,https://iso639-3.sil.org/code/tdj,,,,,Tajio,Individual,Living,,map,tdj
tdk,https://iso639-3.sil.org/code/tdk,,,,,Tambas,Individual,Living,,afa,tdk
tdl,https://iso639-3.sil.org/code/tdl,,,,,Sur,Individual,Living,,nic,tdl
tdm,https://iso639-3.sil.org/code/tdm,,,,,Taruma,Individual,Living,,sai,tdm
tdn,https://iso639-3.sil.org/code/tdn,,,,,Tondano,Individual,Living,,map,tdn
tdo,https://iso639-3.sil.org/code/tdo,,,,,Teme,Individual,Living,,nic,tdo
tdq,https://iso639-3.sil.org/code/tdq,,,,,Tita,Individual,Living,,nic,tdq
tdr,https://iso639-3.sil.org/code/tdr,,,,,Todrah,Individual,Living,,mkh,tdr
tds,https://iso639-3.sil.org/code/tds,,,,,Doutai,Individual,Living,,paa,tds
tdt,https://iso639-3.sil.org/code/tdt,,,,,Tetun Dili,Individual,Living,,map,tdt
tdv,https://iso639-3.sil.org/code/tdv,,,,,Toro,Individual,Living,,nic,tdv
tdx,https://iso639-3.sil.org/code/tdx,,,,,Tandroy-Mahafaly Malagasy,Individual,Living,mlg,,tdx
tdy,https://iso639-3.sil.org/code/tdy,,,,,Tadyawan,Individual,Living,,phi,tdy
tea,https://iso639-3.sil.org/code/tea,,,,,Temiar,Individual,Living,,mkh,tea
teb,https://iso639-3.sil.org/code/teb,,,,,Tetete,Individual,Extinct,,sai,teb
tec,https://iso639-3.sil.org/code/tec,,,,,Terik,Individual,Living,kln,,tec
ted,https://iso639-3.sil.org/code/ted,,,,,Tepo Krumen,Individual,Living,,kro,ted
tee,https://iso639-3.sil.org/code/tee,,,,,Huehuetla Tepehua,Individual,Living,,cai,tee
tef,https://iso639-3.sil.org/code/tef,,,,,Teressa,Individual,Living,,mkh,tef
teg,https://iso639-3.sil.org/code/teg,,,,,Teke-Tege,Individual,Living,,bnt,teg
teh,https://iso639-3.sil.org/code/teh,,,,,Tehuelche,Individual,Living,,sai,teh
tei,https://iso639-3.sil.org/code/tei,,,,,Torricelli,Individual,Living,,paa,tei
tek,https://iso639-3.sil.org/code/tek,,,,,Ibali Teke,Individual,Living,,bnt,tek
tel,https://iso639-3.sil.org/code/tel,tel,tel,,te,Telugu,Individual,Living,,,tel
tem,https://iso639-3.sil.org/code/tem,tem,tem,,,Timne,Individual,Living,,nic,tem
ten,https://iso639-3.sil.org/code/ten,,,,,Tama (Colombia),Individual,Extinct,,sai,ten
teo,https://iso639-3.sil.org/code/teo,,,,,Teso,Individual,Living,,ssa,teo
tep,https://iso639-3.sil.org/code/tep,,,,,Tepecano,Individual,Extinct,,nai,tep
teq,https://iso639-3.sil.org/code/teq,,,,,Temein,Individual,Living,,ssa,teq
ter,https://iso639-3.sil.org/code/ter,ter,ter,,,Tereno,Individual,Living,,sai,ter
tes,https://iso639-3.sil.org/code/tes,,,,,Tengger,Individual,Living,,map,tes
tet,https://iso639-3.sil.org/code/tet,tet,tet,,,Tetum,Individual,Living,,map,tet
teu,https://iso639-3.sil.org/code/teu,,,,,Soo,Individual,Living,,ssa,teu
tev,https://iso639-3.sil.org/code/tev,,,,,Teor,Individual,Living,,map,tev
tew,https://iso639-3.sil.org/code/tew,,,,,Tewa (USA),Individual,Living,,cai,tew
tex,https://iso639-3.sil.org/code/tex,,,,,Tennet,Individual,Living,,ssa,tex
tey,https://iso639-3.sil.org/code/tey,,,,,Tulishi,Individual,Living,,ssa,tey
tez,https://iso639-3.sil.org/code/tez,,,,,Tetserret,Individual,Living,,ber,tez
